2023-08-13 17:33:04.212248,4
2024-01-12 17:33:04.212248,15
2023-08-29 17:33:04.212248,10
2024-02-27 17:33:04.212248,9
2024-04-15 17:33:04.212248,18
2024-01-09 17:33:04.212248,0
2024-03-27 17:33:04.212248,18
2023-05-21 17:33:04.212248,8
2023-07-15 17:33:04.212248,16
2023-09-23 17:33:04.212248,3
2023-08-13 17:33:04.212248,14
2023-06-29 17:33:04.212248,16
2023-10-26 17:33:04.212248,0
2023-07-03 17:33:04.212248,4
2024-04-14 17:33:04.212248,7
2024-01-24 17:33:04.212248,2
2023-12-01 17:33:04.212248,10
2023-12-31 17:33:04.212248,18
2023-09-15 17:33:04.212248,14
2023-06-19 17:33:04.212248,19
2023-05-01 17:33:04.212248,6
2023-11-17 17:33:04.212248,0
2024-03-12 17:33:04.212248,15
2023-07-30 17:33:04.212248,17
2023-09-24 17:33:04.212248,7
2023-09-09 17:33:04.212248,5
2024-03-24 17:33:04.212248,1
2024-03-19 17:33:04.212248,11
2023-10-09 17:33:04.212248,6
2024-04-12 17:33:04.212248,3
2024-01-13 17:33:04.212248,12
2024-02-27 17:33:04.212248,10
2023-08-31 17:33:04.212248,9
2023-09-27 17:33:04.212248,9
2023-11-12 17:33:04.212248,12
2023-07-28 17:33:04.212248,9
2023-05-23 17:33:04.212248,14
2024-02-16 17:33:04.212248,7
2023-05-03 17:33:04.212248,13
2023-07-16 17:33:04.212248,6
2024-04-13 17:33:04.212248,1
2023-05-20 17:33:04.212248,18
2024-01-20 17:33:04.212248,14
2024-02-04 17:33:04.212248,9
2024-02-02 17:33:04.212248,7
2023-08-09 17:33:04.212248,14
2023-07-01 17:33:04.212248,4
2023-07-21 17:33:04.212248,14
2023-12-08 17:33:04.212248,10
2023-10-28 17:33:04.212248,5
2023-11-14 17:33:04.212248,12
2024-03-22 17:33:04.212248,16
2023-11-15 17:33:04.212248,12
2024-04-14 17:33:04.212248,2
2023-12-16 17:33:04.212248,12
2024-04-01 17:33:04.212248,7
2024-04-04 17:33:04.212248,2
2023-12-04 17:33:04.212248,14
2023-05-31 17:33:04.212248,19
2023-08-17 17:33:04.212248,17
2023-09-14 17:33:04.212248,2
2023-07-20 17:33:04.212248,18
2023-10-14 17:33:04.212248,10
2024-01-20 17:33:04.212248,1
2023-10-07 17:33:04.212248,17
2023-09-19 17:33:04.212248,4
2024-03-12 17:33:04.212248,5
2023-09-05 17:33:04.212248,17
2023-11-26 17:33:04.212248,5
2024-02-23 17:33:04.212248,4
2024-03-02 17:33:04.212248,19
2023-06-02 17:33:04.212248,5
2023-09-07 17:33:04.212248,6
2023-08-16 17:33:04.212248,16
2024-03-27 17:33:04.212248,11
2024-03-15 17:33:04.212248,1
2023-12-05 17:33:04.212248,2
2023-09-08 17:33:04.212248,3
2023-05-29 17:33:04.212248,18
2023-08-28 17:33:04.212248,11
2023-05-08 17:33:04.212248,18
2023-05-02 17:33:04.212248,15
2023-10-01 17:33:04.212248,14
2023-07-22 17:33:04.212248,12
2024-01-04 17:33:04.212248,1
2023-08-19 17:33:04.212248,5
2023-07-05 17:33:04.212248,14
2023-06-09 17:33:04.212248,0
2023-11-08 17:33:04.212248,10
2023-10-03 17:33:04.212248,4
2024-02-03 17:33:04.212248,14
2023-10-03 17:33:04.212248,18
2023-12-30 17:33:04.212248,15
2024-01-06 17:33:04.212248,15
2023-06-12 17:33:04.212248,16
2023-09-04 17:33:04.212248,18
2024-01-18 17:33:04.212248,13
2023-04-28 17:33:04.212248,5
2024-01-31 17:33:04.212248,11
2023-06-06 17:33:04.212248,0
2023-06-23 17:33:04.212248,7
2024-03-09 17:33:04.212248,9
2024-03-20 17:33:04.212248,1
2023-06-20 17:33:04.212248,11
2023-09-28 17:33:04.212248,3
2023-11-28 17:33:04.212248,10
2024-02-22 17:33:04.212248,5
2023-08-11 17:33:04.212248,3
